,labels,texts
18,neutral,"The little black dwarf soon came, and walked round and round about the circle, but could not find any way to get into it, and he either could not, or dared not, jump over it."
19,neutral,At last the boy said to him.
20,neutral,"""Have you anything to say to us, my friend, or what do you want?"""
21,neutral,"Now Heinel had found a friend in a good fairy, that was fond of him, and had told him what to do; for this fairy knew what good luck was in store for him."
22,neutral,"""Have you brought me what you said you would?"" said the dwarf to the merchant."
23,neutral,"The old man held his tongue, but Heinel said again, ""What do you want here?"""
24,neutral,"The dwarf said, ""I come to talk with your father, not with you."""
25,neutral,"""You have cheated and taken in my father,"" said the son; ""pray give him up his bond at once."""
26,neutral,"""Fair and softly,"" said the little old man; ""right is right; I have paid my money, and your father has had it, and spent it; so be so good as to let me have what I paid it for."""
27,neutral,"""You must have my consent to that first,"" said Heinel, ""so please to step in here, and let us talk it over."""
28,joy,"The old man grinned, and showed his teeth, as if he should have been very glad to get into the circle if he could."
29,neutral,"Then at last, after a long talk, they came to terms."
30,neutral,"Heinel agreed that his father must give him up, and that so far the dwarf should have his way: but, on the other hand, the fairy had told Heinel what fortune was in store for him, if he followed his own course; and he did not choose to be given up to his hump-backed friend, who seemed so anxious for his company."
31,neutral,"So, to make a sort of drawn battle of the matter, it was settled that Heinel should be put into an open boat, that lay on the sea-shore hard by; that the father should push him off with his own hand, and that he should thus be set adrift, and left to the bad or good luck of wind and weather."
32,sadness,"Then he took leave of his father, and set himself in the boat, but before it got far off a wave struck it, and it fell with one side low in the water, so the merchant thought that poor Heinel was lost, and went home very sorrowful, while the dwarf went his way, thinking that at any rate he had had his revenge."
33,neutral,"The boat, however, did not sink, for the good fairy took care of her friend, and soon raised the boat up again, and it went safely on."
34,neutral,"The young man sat safe within, till at length it ran ashore upon an unknown land."
35,neutral,"As he jumped upon the shore he saw before him a beautiful castle but empty and dreary within, for it was enchanted."
36,neutral,"""Here,"" said he to himself, ""must I find the prize the good fairy told me of."""
37,neutral,"So he once more searched the whole palace through, till at last he found a white snake, lying coiled up on a cushion in one of the chambers."
38,joy,"Now the white snake was an enchanted princess; and she was very glad to see him, and said, ""Are you at last come to set me free?"
39,neutral,"Twelve long years have I waited here for the fairy to bring you hither as she promised, for you alone can save me."
40,neutral,"This night twelve men will come: their faces will be black, and they will be dressed in chain armour."
41,neutral,"They will ask what you do here, but give no answer; and let them do what they will--beat, whip, pinch, prick, or torment you--bear all; only speak not a word, and at twelve o""clock they must go away."
42,neutral,"The second night twelve others will come: and the third night twenty-four, who will even cut off your head; but at the twelfth hour of that night their power is gone, and I shall be free, and will come and bring you the Water of Life, and will wash you with it, and bring you back to life and health."""
43,joy,"And all came to pass as she had said; Heinel bore all, and spoke not a word; and the third night the princess came, and fell on his neck and kissed him."
44,joy,"Joy and gladness burst forth throughout the castle, the wedding was celebrated, and he was crowned king of the Golden Mountain."
45,joy,"They lived together very happily, and the queen had a son."
46,sadness,"And thus eight years had passed over their heads, when the king thought of his father; and he began to long to see him once again."
